mprid,ldp_zip,listing_date,pending_date,ldp_views_day1,ldp_views_day3,ldp_views_day7,photo_count,type,bedrooms,year_built,sqft,price
1273199901,93510,2016-08-12,,20,79,102,6,single_family,1,1965,384,103000
2142943649,90275,2016-05-11,,5,15,28,27,condo,2,2008,1940,1845000
2840943341,91201,2016-06-29,2016-07-01,36,89,129,36,multi_family,6,1925,3306,999000
2957662385,91356,2016-04-28,2016-05-06,10,60,107,9,condo,2,1973,982,309950
1420644086,90650,2016-05-19,,28,120,164,25,single_family,4,1951,1948,449000
2921253314,90044,2016-06-09,,26,116,207,21,single_family,4,1956,1573,485000
1364671160,92604,2016-07-14,,0,7,41,8,single_family,4,2005,3235,1350000
1981015212,91745,2016-05-19,,17,36,65,13,condo,2,1979,812,288000
1151345680,91350,2016-07-26,2016-08-03,37,175,249,13,condo,3,2001,1684,415000
1825159594,90802,2016-07-07,,0,21,41,22,condo,1,1990,625,375000
1454177839,90045,2016-05-26,2016-07-20,99,168,226,32,single_family,4,1950,2638,1399000
2054110692,90623,2016-05-26,,12,24,51,12,single_family,4,1969,1660,599000
2542967954,90275,2016-04-18,,52,85,126,10,single_family,4,1971,2122,1299000
2603849652,92627,2016-08-09,,0,0,0,0,multi_family,,1964,5880,1875000
2831442392,90061,2016-07-21,,4,14,44,2,single_family,4,1928,1308,314950
2453596520,92629,2016-06-13,,40,97,155,23,single_family,3,1973,1586,1540000
2683996711,92660,2016-08-09,,55,127,205,36,single_family,3,1962,2231,1350000
1665990976,92661,2016-05-23,,12,71,108,26,single_family,4,1999,3300,6750000
1726333983,92870,2016-06-23,,0,24,64,36,single_family,4,1966,2489,760000
2612597702,92626,2016-07-07,,0,100,204,36,single_family,4,1964,2090,935000
2821604580,91384,2016-07-20,2016-08-05,51,157,250,36,single_family,3,2002,1809,515000
1791303042,92780,2016-06-17,,0,67,176,22,single_family,3,1971,1620,689000
2210077405,93551,2016-07-22,,8,98,163,34,single_family,5,2001,2863,402000
2867429217,91789,2016-08-05,,1,18,40,36,single_family,3,1974,1429,685000
1738034969,90277,2016-06-27,,0,42,84,15,single_family,4,1912,2046,1500000
1598006708,91350,2016-07-19,2016-07-24,30,146,206,31,single_family,4,1988,2148,628880
1206760320,90274,2016-06-03,,0,61,127,36,single_family,4,1958,3017,2595000
2855636916,91303,2016-07-11,,10,26,43,10,single_family,4,1949,1361,475000
1386205553,92620,2016-06-14,,20,33,39,26,condo,2,2013,1385,639888
2518298420,92865,2016-05-07,,13,77,203,2,single_family,3,1968,1500,599900
1410926418,92835,2016-07-09,,0,33,84,1,single_family,3,1964,1796,669900
2187148485,91387,2016-07-29,,29,66,129,30,single_family,5,2013,3211,699990
1949195417,92808,2016-07-27,,2,46,94,31,condo,3,1995,1611,550000
1361197203,92808,2016-04-29,,36,79,145,20,condo,3,1992,1611,619999
1470072543,92840,2016-05-24,,17,58,93,35,single_family,4,1954,1158,565000
1880758974,92637,2016-04-29,,0,20,43,23,condo,3,1970,1663,399000
2413828869,90262,2016-07-26,,21,45,91,6,single_family,3,1940,1150,399000
1579154512,91214,2016-07-21,,43,86,126,31,single_family,3,1959,1590,1088500
1715757640,91367,2016-06-06,,0,27,58,31,single_family,4,1959,1917,840000
1086890304,90638,2016-04-19,,0,0,0,31,condo,1,1972,634,215000
1996738811,92625,2016-06-26,,0,40,68,6,single_family,3,1969,2126,2499999
1477201711,92661,2016-07-25,,0,0,34,10,multi_family,,1945,3276,1850000
1318762667,92624,2016-06-23,,0,60,140,31,single_family,4,1980,2423,1149000
2715175952,92831,2016-06-01,,0,44,45,1,condo,2,1980,1150,399000
2168596281,91350,2016-06-03,,7,30,55,25,single_family,5,2016,3971,749000
2060287269,91387,2016-06-04,,12,52,64,14,single_family,6,2003,3660,675000
2737058827,93063,2016-05-25,2016-06-11,48,162,252,31,single_family,4,1964,2558,589000
1889214155,91311,2016-07-07,2016-07-24,37,93,152,36,single_family,3,1955,2696,859000
2494886145,91350,2016-07-27,,16,83,127,14,single_family,4,1971,1836,504999
1795849670,90037,2016-08-09,,0,18,43,6,single_family,2,1910,1038,310000
2816650962,,2016-08-09,,0,0,0,14,single_family,3,1954,1235,375000
1099615661,91722,2016-05-20,,15,41,70,18,single_family,3,1956,1108,438000
2210983343,91711,2016-05-02,,30,96,176,31,single_family,3,1977,1375,505000
2879194280,91789,2016-04-17,,18,38,59,9,single_family,5,2002,4344,1550000
1101959563,90720,2016-07-25,,32,88,142,36,single_family,4,1960,1696,899900
2974469600,92706,2016-05-27,,14,69,104,36,single_family,3,1947,1336,709000
1599310832,92869,2016-08-04,,0,23,56,36,single_family,4,1964,2786,765000
2595660774,90061,2016-06-09,,45,96,146,15,multi_family,4,1924,1825,425000
1668772103,90605,2016-07-21,,18,78,146,20,single_family,3,1953,859,399000
2051287927,92688,2016-07-01,,0,18,44,7,condo,1,1989,841,339900
1041016449,92780,2016-07-02,,0,59,118,8,single_family,3,1973,1242,569000
2985852401,91604,2016-05-05,,10,32,53,7,multi_family,,2011,10070,4999999
1248904433,91356,2016-08-02,2016-08-08,36,107,157,24,condo,3,1975,1319,355000
1520091875,93536,2016-07-13,,6,34,67,12,single_family,4,2005,2605,362000
1560156922,92679,2016-07-07,,0,120,238,21,single_family,3,1986,1300,600000
1916270452,90063,2016-07-27,,75,580,625,36,single_family,4,1956,1634,599990
2131135573,93550,2016-06-29,2016-07-01,0,137,208,16,single_family,3,2008,1854,219900
1609443500,90220,2016-06-11,,16,52,88,27,single_family,2,1951,1085,348000
2320787428,91367,2016-05-24,2016-06-06,59,145,230,19,single_family,4,1960,1685,649000
1531305745,91316,2016-06-20,2016-06-28,14,60,118,18,condo,1,1971,802,245000
2959474873,90731,2016-07-29,,3,25,36,9,single_family,2,1941,1313,485000
2967739688,90602,2016-04-27,,24,72,128,21,single_family,3,1980,3797,863200
1780591147,91362,2016-07-20,2016-08-13,27,116,188,27,single_family,5,1997,2896,1169000
2046820569,90277,2016-08-08,,30,98,158,36,condo,3,1978,1600,908000
1566929447,91350,2016-08-01,2016-08-04,0,31,92,36,mobile,2,1979,1856,165000
1989302253,90043,2016-07-11,,0,29,89,10,single_family,2,1923,1052,365000
2479773384,92649,2016-07-27,,0,86,236,15,single_family,3,1961,1400,680000
1044550873,92708,2016-06-08,2016-07-02,0,11,30,11,single_family,5,2008,4187,1499888
2175998386,91350,2016-05-02,,0,0,0,6,land,,,,8500
1799510476,91702,2016-08-11,,4,35,67,0,single_family,4,1955,1184,439000
1453479049,92672,2016-04-23,,0,0,24,36,single_family,3,2005,4590,2195000
1491355065,92782,2016-05-08,,22,62,81,36,single_family,4,2001,5121,3288000
2521418852,93536,2016-06-09,,2,22,34,3,land,,,,18000
1312547721,91325,2016-08-01,,5,197,235,1,land,,,,445000
2006191765,92660,2016-05-10,,0,36,109,11,single_family,4,1976,5421,10995000
1875526701,90631,2016-07-15,,0,0,0,1,single_family,4,1964,2203,795000
1309870109,91722,2016-05-28,,4,52,108,0,single_family,3,1954,1586,409000
1315370427,91326,2016-06-02,2016-06-20,51,94,187,36,single_family,5,1979,3511,899950
2079345758,92657,2016-07-14,,0,40,97,17,single_family,4,2006,3039,2398000
1365260078,91303,2016-05-04,,0,6,21,25,single_family,3,1940,1300,499900
1681817597,92637,2016-08-03,,0,15,72,1,single_family,2,1964,1009,189000
2196257057,92694,2016-06-25,,0,0,0,35,single_family,2,2013,2187,1249900
2117881463,91355,2016-06-06,2016-07-05,0,99,170,36,single_family,3,2001,2167,550000
2590796664,91709,2016-05-24,,0,0,0,23,mobile,2,1978,1152,70000
1849912648,91106,2016-06-10,2016-06-30,0,39,95,18,condo,2,1984,1040,469900
2007383755,90240,2016-08-09,,0,297,297,9,single_family,3,1952,2122,670000
2315323976,92660,2016-04-19,,0,0,31,1,mobile,2,1961,1000,134900
1628909162,92840,2016-06-03,,14,40,70,21,condo,1,1981,767,239900
1296437219,92614,2016-05-27,,0,17,57,36,single_family,5,1970,2376,889800
2403859540,93536,2016-04-22,,0,0,3,0,land,,,,14000
2463218837,90275,2016-04-18,,13,103,181,36,single_family,4,1981,3378,2450000
2824653510,92675,2016-07-16,,0,96,169,26,single_family,4,1980,3996,1099000
1283489732,92649,2016-05-18,,0,29,104,32,condo,2,1984,1038,495700
1813275427,92870,2016-07-06,,0,0,0,18,single_family,3,1974,1214,435000
1148501760,91505,2016-07-12,,0,61,136,29,single_family,4,1941,2603,1050000
2831520073,90703,2016-08-12,,16,49,77,21,single_family,4,1977,1885,699900
1820478606,90710,2016-07-12,,7,28,48,17,condo,3,1991,1890,395000
1575997057,93536,2016-05-04,2016-05-17,46,114,168,20,single_family,4,1988,2287,279900
2459574479,91335,2016-06-23,2016-07-23,14,47,103,10,single_family,3,1950,1131,496000
1166993188,90046,2016-04-22,,0,3,63,19,single_family,3,1974,2491,1999999
2475910077,91008,2016-07-13,,4,24,65,35,single_family,3,1982,2491,1298000
2113123681,91776,2016-07-20,,19,59,105,8,single_family,3,1949,822,475000
1361007725,92602,2016-07-09,,0,17,57,29,single_family,4,1999,1900,839000
2414609128,91362,2016-06-17,2016-06-28,29,84,158,36,condo,2,1985,984,439900
1736951167,90805,2016-06-23,,0,74,151,14,mobile,2,1980,1040,45000
2870537515,90650,2016-07-23,,8,22,32,0,single_family,2,1935,800,349000
2037718936,91326,2016-05-16,2016-07-19,0,34,72,9,single_family,4,1959,1870,619999
1506746632,92620,2016-05-18,,1,20,48,1,condo,2,2005,1570,624900
1343297659,91722,2016-07-13,,0,38,126,1,single_family,3,1956,1170,398900
1218836412,90255,2016-06-16,,5,33,68,15,multi_family,4,1921,1632,450000
2765322520,90740,2016-07-15,,0,55,111,16,single_family,1,1962,600,149900
1366508563,92705,2016-05-04,,24,140,190,29,single_family,5,1977,3577,1399000
1342216947,91722,2016-07-08,,0,0,0,8,single_family,4,1963,1788,399000
1564857231,92805,2016-07-08,,0,47,89,25,multi_family,3,1980,1248,635000
1188374912,91750,2016-07-22,,17,49,96,14,single_family,4,1978,2095,699000
1229212942,90732,2016-04-17,,4,41,52,36,condo,2,1983,961,365000
2045365669,91362,2016-04-25,2016-07-22,0,140,241,35,single_family,3,1985,2252,745000
2282134878,90044,2016-08-09,,0,0,16,0,multi_family,,1924,3018,575000
1059257042,91423,2016-08-04,,25,64,150,27,single_family,5,2000,3280,1399000
2235106635,93543,2016-05-03,,0,0,0,11,land,,,,59000
2077479830,91709,2016-07-23,,18,54,80,31,single_family,4,2012,3302,1038000
2694477000,92688,2016-05-06,,0,18,84,17,condo,2,1989,1049,359900
2898294345,91206,2016-07-21,,13,24,24,2,single_family,3,1924,1426,675000
2872930056,91770,2016-06-07,,21,62,98,12,single_family,4,1927,2040,648000
2042227412,90240,2016-06-29,,0,117,246,21,single_family,3,1955,2309,649000
1931356064,92821,2016-06-09,,37,352,390,36,single_family,4,2013,2063,750000
2004005669,92660,2016-06-15,,0,0,0,36,single_family,5,1992,4450,3485000
1490408559,93551,2016-06-20,2016-07-18,18,163,199,35,single_family,5,1995,2091,344900
1768346702,90604,2016-08-01,,42,163,284,36,single_family,4,1938,1580,475000
1435828811,92886,2016-06-01,,13,58,188,36,single_family,5,2003,3525,1249000
2557881391,92647,2016-05-12,,0,21,56,0,multi_family,8,1964,3430,1175000
2139604023,91326,2016-08-07,,0,0,0,16,single_family,4,1964,2154,769000
1624730819,90221,2016-05-12,,0,5,25,2,land,,,,159000
2164088786,92630,2016-06-04,,2,50,77,5,single_family,3,1965,1450,659900
2999046748,92688,2016-05-24,,0,28,57,32,single_family,4,1993,2152,729900
1742613605,91768,2016-06-16,,8,24,34,36,single_family,3,1978,2057,629000
1348329968,91356,2016-06-29,,0,8,41,10,condo,2,1970,910,259000
2831633614,92651,2016-06-11,,30,87,129,8,single_family,2,1949,1567,1999000
2359421816,90638,2016-05-02,,0,27,52,4,single_family,4,1953,1112,480000
2725343105,91207,2016-07-11,2016-07-30,16,85,138,21,single_family,4,1981,2972,1449000
1411438175,90280,2016-06-11,,15,35,54,0,single_family,2,1939,950,355000
1937437507,90063,2016-08-12,,16,57,81,4,single_family,2,1921,1001,400000
2113994096,90043,2016-04-21,,0,99,193,25,single_family,2,1929,1193,345000
1179337720,91030,2016-06-13,2016-06-30,43,142,282,30,multi_family,5,1938,2542,1395000
1401106063,90031,2016-07-28,,12,205,234,9,single_family,2,1959,902,449000
2655178336,91325,2016-05-19,2016-06-03,25,88,146,36,single_family,5,1978,3790,1065000
2622981601,92656,2016-07-25,,16,36,63,36,single_family,5,1994,2605,1215000
2219006190,92843,2016-05-09,,3,61,106,14,single_family,3,1957,1141,550000
1592255677,90805,2016-04-22,,0,120,251,14,single_family,2,1934,841,339900
2431098802,93560,2016-07-23,2016-08-01,1,5,7,4,land,,,,5900
1102096794,90740,2016-06-09,,0,18,94,36,single_family,2,1964,1100,369000
1511384730,91792,2016-07-21,,8,51,105,3,single_family,3,1977,1372,538000
2305761488,91387,2016-06-10,2016-08-04,16,89,151,20,single_family,4,1979,1698,505000
1746575687,92688,2016-04-18,,0,21,86,34,single_family,4,1999,2316,749900
1421140435,92869,2016-06-01,,0,39,128,36,single_family,4,1986,2346,799000
2463030062,90230,2016-05-02,,16,183,301,20,single_family,3,1959,2406,696000
1799794327,92646,2016-05-01,,15,95,174,3,condo,2,1978,1037,399000
2646647584,93535,2016-05-01,,0,0,10,19,single_family,3,1930,1372,499999
2093807328,93536,2016-05-04,,17,181,233,32,single_family,7,1985,4518,549000
1758887723,91206,2016-08-12,,6,71,129,29,single_family,3,1940,1713,899999
1062461516,91722,2016-05-17,,11,46,73,12,single_family,3,1959,1669,475000
1961786962,90744,2016-05-24,,0,3,6,4,land,,,,450000
1851754698,92663,2016-07-14,,0,50,103,5,condo,1,1971,814,399000
1392362443,91724,2016-07-28,,0,17,38,4,land,,,,375000
1589755955,93535,2016-04-21,2016-06-01,38,78,123,12,single_family,3,1987,1324,164500
2348096972,93536,2016-07-13,,0,0,6,0,land,,,,32849
2741750270,93535,2016-07-07,2016-08-07,12,78,159,5,single_family,4,1989,1825,209900
1269610295,90815,2016-06-15,,0,134,215,29,single_family,3,1971,1776,699900
1457753444,90042,2016-05-15,,10,96,153,28,single_family,4,1922,1681,849900
2631909867,91040,2016-04-19,,21,117,241,4,single_family,3,1923,1727,449944
1184587085,90275,2016-05-23,,15,60,122,1,single_family,4,1961,1834,1100000
2663257862,90720,2016-05-29,,4,53,106,12,condo,2,1983,995,399900
2434010042,,2016-04-18,2016-05-03,0,0,0,1,condo,4,1976,1374,350000
2443892854,92657,2016-06-13,,7,23,40,30,single_family,4,1997,2663,2650000
1038315815,90278,2016-08-15,,7,29,29,36,single_family,5,1972,2697,1049000
1933961625,90806,2016-07-20,,20,121,222,36,single_family,2,1929,1033,445000
2573144624,91387,2016-07-21,,0,72,156,16,single_family,3,1975,1000,449999
1268422706,93535,2016-07-08,2016-08-15,25,79,149,18,single_family,4,2007,2907,344900
1693713533,92701,2016-08-15,,16,65,65,36,single_family,4,1958,1552,580000
2305369811,92612,2016-08-11,,0,6,26,10,condo,2,2014,1919,715000
1459243379,91766,2016-06-04,,8,69,101,23,single_family,3,1947,1126,339900
2182826218,91356,2016-05-06,2016-05-21,0,112,373,24,single_family,3,1954,1480,675000
2093855508,91020,2016-06-08,,3,11,31,6,multi_family,3,1930,1526,1049000
2881136450,91710,2016-07-27,,15,18,18,15,single_family,3,1981,1448,425000
1350081467,91356,2016-06-17,2016-07-01,13,42,74,11,condo,1,1970,679,265000
1705223790,92647,2016-06-28,,0,10,39,10,multi_family,,1977,4888,1550000
2250933137,90026,2016-05-23,,0,11,90,1,multi_family,2,1923,1296,399500
1632211585,92831,2016-06-17,,0,153,182,4,condo,2,1975,1812,519000
2807469722,91040,2016-05-10,,0,31,56,23,single_family,4,2004,2682,789000
2701515463,92691,2016-05-09,,3,54,111,21,single_family,5,1976,3055,869000
2009817414,90242,2016-05-27,,0,37,181,0,single_family,3,1955,1833,499000
2584273843,90011,2016-05-19,,9,56,94,23,single_family,2,1910,1032,275000
1085652305,91766,2016-06-22,,0,64,103,20,single_family,5,1930,2250,340000
1265018361,90731,2016-07-22,,0,69,160,23,single_family,3,1971,2410,599000
2975689958,92886,2016-07-15,,0,32,47,12,single_family,6,2013,4855,2180000
1425347877,90044,2016-06-25,,0,0,67,23,condo,3,1998,1304,270000
1875569042,90501,2016-07-08,,0,128,280,20,condo,2,1982,1059,299000
2593955468,91335,2016-06-01,,2,22,66,9,single_family,3,1958,1474,499000
1413071395,92801,2016-08-08,,0,10,116,12,condo,3,1964,1339,319995
1733307972,93551,2016-08-14,,57,184,184,18,single_family,4,1998,1942,310000
2977999715,92780,2016-06-21,,0,26,54,14,single_family,2,1968,1210,610000
1248610707,91387,2016-08-05,2016-08-10,0,116,153,0,single_family,5,2005,3456,600000
1108192147,92679,2016-05-25,,6,20,35,16,condo,3,1997,1562,589000
1975806204,90638,2016-08-12,,48,103,139,25,single_family,4,1963,1682,610000
2249949518,92630,2016-07-28,,47,130,262,11,single_family,4,1975,1540,560000
1748719442,92808,2016-07-08,,0,102,173,36,single_family,4,1994,3164,985000
1771136631,90813,2016-08-09,,0,1,3,1,multi_family,,1921,740,2500000
1229410310,92651,2016-04-18,,0,21,31,1,single_family,5,1965,1775,1200000
2715213770,91304,2016-06-03,2016-06-08,0,0,40,21,condo,1,1986,480,165999
1704747739,91325,2016-06-02,,11,49,113,6,single_family,6,1949,4923,1239000
2095963494,92807,2016-06-16,,40,239,357,36,single_family,4,1977,3198,945000
2798518712,92688,2016-06-05,,0,25,71,5,single_family,3,1987,1890,659000
2640156554,91361,2016-06-28,2016-08-09,16,74,163,22,single_family,2,1968,1300,1295000
2338525466,91361,2016-06-21,2016-06-26,31,93,145,27,condo,3,1973,1430,714900
2221940050,92692,2016-06-16,,10,65,101,36,single_family,5,1994,2496,829000
1808762060,91335,2016-07-23,2016-07-24,0,7,25,1,single_family,3,1952,1133,480000
1183437618,93553,2016-04-26,2016-07-29,0,0,2,26,land,,1978,,365000
1815546907,91001,2016-06-20,,0,206,227,18,single_family,5,1925,2290,649000
2254888921,91766,2016-07-27,,10,64,121,10,condo,2,1983,892,259000
1282022483,91406,2016-05-09,2016-06-02,5,26,49,28,single_family,5,1948,3371,1175000
2928687610,93550,2016-07-15,2016-07-19,120,278,385,23,single_family,4,1992,1753,279990
2810640996,91748,2016-08-08,,0,0,0,36,single_family,4,1973,1788,668000
1939452372,90710,2016-08-03,,2,7,16,6,multi_family,,1963,7368,1199000
2531978170,92656,2016-08-04,,16,57,103,35,single_family,3,1995,1636,689999
1278027843,92660,2016-06-14,,9,152,216,22,single_family,3,1999,2917,1975000
1885244889,91016,2016-08-11,,1,19,28,0,single_family,2,1986,1115,399999
2836722784,90221,2016-07-21,,11,41,79,17,single_family,2,1946,1053,285000
2498964580,91335,2016-04-22,,4,61,117,14,single_family,3,1952,1025,429000
1721584761,92804,2016-08-11,,11,37,38,3,condo,2,1964,1000,325000
2237416269,91744,2016-05-01,,0,20,35,1,single_family,3,1957,1700,458000
2217270435,92647,2016-07-11,,0,88,183,20,condo,2,1971,878,389900
1007796934,91607,2016-05-05,2016-05-27,33,71,143,36,single_family,5,2016,5150,2638000
2435413889,92614,2016-08-10,,2,60,107,36,condo,4,1980,2281,974888
2879455506,92672,2016-06-01,,38,120,247,35,mobile,2,1971,,375000
2270064903,92606,2016-07-22,,0,27,59,31,condo,3,1992,1676,629999
2935217373,91042,2016-06-30,,22,40,73,4,single_family,1,1948,640,449000
2608142998,92694,2016-06-28,,0,18,30,1,single_family,3,2016,2519,874900
2461117574,92807,2016-05-03,,20,69,124,19,condo,2,1976,882,279900
2366124611,91016,2016-07-11,2016-07-26,47,158,282,14,single_family,2,1955,1335,498000
2953434700,92630,2016-06-21,,0,22,22,15,mobile,2,1978,,129750
1101587087,91351,2016-06-02,2016-08-11,0,103,249,19,single_family,3,1962,1080,399900
1539955171,91732,2016-07-08,,0,9,27,5,land,,,,625000
1553979029,93535,2016-07-13,2016-08-04,31,91,166,22,single_family,6,2005,2925,289888
2925799056,91741,2016-04-18,,0,53,100,36,single_family,5,1996,5218,1795000
1641835644,92646,2016-05-04,,7,109,210,16,condo,2,1982,1211,469000
1897318534,90249,2016-06-02,,20,66,140,4,single_family,3,1955,1762,489000
2123891613,90807,2016-06-10,,0,29,66,17,single_family,3,1944,1390,629900
2331878736,91362,2016-04-22,2016-06-17,0,88,167,24,single_family,4,1995,2248,799900
2234595675,92603,2016-08-07,,0,15,46,1,condo,3,2002,1808,798000
1184675618,91042,2016-07-06,,0,26,59,25,single_family,3,1955,1833,749000
1665612722,90745,2016-07-05,,0,19,89,16,single_family,2,1947,760,379900
2436072784,91010,2016-05-09,,4,44,87,14,single_family,3,1949,1049,410000
1130326007,92675,2016-06-10,,17,65,100,25,single_family,3,1998,3423,1385000
1090847495,91205,2016-05-20,,10,45,75,34,condo,3,1991,1755,649000
1631935927,92663,2016-07-06,,0,104,169,19,single_family,5,2010,5077,3399000
1064731070,91351,2016-06-16,2016-06-29,0,13,127,10,single_family,3,1964,1240,430000
2327234679,90065,2016-06-23,,0,101,201,13,land,,,,195000
1424496021,90011,2016-05-04,,0,30,84,1,multi_family,6,1905,2708,460000
2527413229,92672,2016-06-30,,0,17,71,13,mobile,3,2002,1400,1995000
1148346399,91304,2016-07-11,,0,135,221,36,single_family,2,1968,1406,499000
2148698135,,2016-06-22,,0,0,0,20,multi_family,3,1942,1806,380000
2839839825,90505,2016-06-01,,0,75,142,1,single_family,3,1953,1146,649000
1915476495,90032,2016-05-02,2016-06-02,14,145,171,16,single_family,3,1956,1780,569000
1389316726,90701,2016-06-24,,0,14,31,6,single_family,3,1961,1352,562000
2043867633,92651,2016-05-20,,14,111,172,21,single_family,3,1996,3000,8500000
1380922349,92618,2016-06-12,,0,13,59,16,condo,2,1983,951,424000
2109355450,,2016-08-15,,0,0,0,1,single_family,3,1950,1836,399900
2121851952,92704,2016-06-03,,12,167,209,30,single_family,5,1963,1775,539000
2069220549,91746,2016-06-12,,0,0,0,4,single_family,3,1963,1350,400000
2183096555,91362,2016-05-11,,75,160,268,36,single_family,5,2013,10761,8500000
2240987502,90744,2016-07-18,,0,58,102,3,multi_family,4,1913,1548,279000
2241224090,91361,2016-08-10,,30,318,361,33,single_family,5,2003,6000,2995000
2166672915,90807,2016-07-06,,0,80,156,36,single_family,3,1942,1728,649000
2819002568,93536,2016-07-02,,0,38,79,11,single_family,4,1987,1923,279999
1824182976,92807,2016-08-04,,9,38,74,36,single_family,4,1977,3163,1275000
2612841597,90275,2016-06-03,,11,63,95,27,single_family,3,1962,1544,989000
1501688767,93536,2016-05-13,2016-07-05,6,97,169,5,single_family,4,1978,2385,319000
1795951319,90807,2016-07-06,,0,380,418,10,single_family,3,1942,1530,599000
1194438592,90280,2016-06-24,,0,43,132,10,single_family,3,1928,1497,485000
1215702221,91010,2016-05-01,,13,41,87,16,single_family,3,1959,1195,549000
1363050593,90505,2016-06-26,,0,32,106,20,mobile,2,1989,1040,145000
2475006064,91304,2016-05-18,2016-06-19,32,72,107,36,single_family,4,1960,2204,649000
1425560561,92887,2016-05-02,,0,25,61,1,single_family,4,1996,3249,1425000
1744706796,91789,2016-05-09,,12,119,141,20,single_family,3,1985,1475,640000
1591508952,92604,2016-07-13,,0,58,92,36,single_family,4,1979,2152,949900
2165403976,93560,2016-06-30,2016-07-14,8,34,79,19,single_family,4,2006,2873,274000
1426726717,91732,2016-06-30,,12,34,64,15,condo,1,1981,717,209800
1100669960,93510,2016-07-12,,20,65,104,1,single_family,3,1988,1885,499999
2642162373,91108,2016-05-04,2016-06-09,14,45,85,36,single_family,3,1927,2732,1998000
2705984228,92705,2016-08-10,,0,44,76,14,single_family,5,1972,3680,1279000
2948484813,91765,2016-05-27,,0,3,15,33,single_family,6,2001,4674,1699000
2275340462,91744,2016-06-12,,28,119,215,11,mobile,3,1976,1440,74900
2083320374,90716,2016-06-21,,0,32,76,1,single_family,3,1963,1714,450000
2458517551,92704,2016-07-14,,0,0,66,0,single_family,3,1985,1315,500000
2907087240,92620,2016-06-14,,0,0,40,20,mobile,2,1978,1870,324500
2792503151,92833,2016-07-19,,0,20,93,36,single_family,3,1955,1394,525000
1416738866,91405,2016-04-21,2016-05-25,0,12,109,20,single_family,2,1950,1500,499000
1085842486,91006,2016-07-13,,0,42,79,22,single_family,3,1960,1854,888000
1943532920,91505,2016-05-05,2016-05-12,0,75,183,16,single_family,2,1944,1028,589000
2991075169,91007,2016-05-07,,10,35,56,21,single_family,3,1946,2005,1298000
2055880807,91765,2016-04-30,,0,0,9,12,land,,,,839000
2323883405,90660,2016-08-01,,19,73,131,20,single_family,2,1948,825,389900
1577092290,90250,2016-08-07,,0,0,48,1,single_family,2,1947,756,368888
2530109981,90059,2016-06-03,,10,72,91,0,single_family,4,1950,1400,317000
1728477738,92708,2016-05-18,,23,53,119,36,single_family,4,1964,1442,709000
2599411395,93536,2016-07-02,,10,17,26,9,land,,,,145000
2340830113,93551,2016-08-11,,25,155,186,17,land,,,,125000
1284810428,90007,2016-05-22,,4,23,27,1,single_family,4,1895,1486,650000
2013602796,90266,2016-05-07,,0,0,12,22,single_family,3,1950,1016,3400000
2938839507,92612,2016-08-09,,0,18,41,28,condo,3,1985,1354,659000
1735780120,90640,2016-05-16,,0,27,27,1,single_family,4,1960,1589,580000
2910775287,91801,2016-06-12,,0,2,104,35,condo,3,1981,1307,425000
2060251349,92704,2016-07-23,,8,94,148,34,single_family,3,1962,1083,479900
1457837481,92708,2016-06-11,,19,91,134,36,mobile,3,2003,1848,163000
2425688366,91402,2016-07-19,,13,66,110,0,single_family,3,1953,1233,285000
1411762196,90201,2016-07-29,,0,0,13,0,multi_family,4,1938,1662,429900
2033967701,92807,2016-08-11,,29,100,177,36,single_family,4,2003,3095,849900
1192972167,92869,2016-08-07,,0,28,66,17,condo,2,1996,1000,420000
1030753519,92677,2016-04-26,,0,37,81,29,condo,2,1989,918,364900
1186314675,93535,2016-05-27,,2,8,14,0,land,,,,49900
2003784000,92845,2016-08-08,,0,0,40,16,single_family,5,1964,1909,695000
2282197856,90620,2016-05-31,,23,56,91,30,single_family,4,1959,1236,539000
1713854294,90065,2016-07-28,,6,25,33,6,land,,,,450000
1093067063,91740,2016-06-13,,1,2,6,7,condo,3,2015,1649,509990
2007335637,92844,2016-05-03,,10,32,65,14,single_family,3,1959,1271,609000
2223939999,93534,2016-07-25,2016-08-01,41,177,258,11,single_family,4,1989,1389,185000
1831801155,90805,2016-07-12,,0,117,211,23,single_family,3,1971,1634,425000
2995456623,92649,2016-07-11,,0,88,143,27,single_family,3,1964,1230,755000
2460077371,91325,2016-06-15,2016-07-30,9,44,84,36,condo,3,2001,1243,435000
2202446997,90005,2016-07-01,2016-08-15,4,41,83,18,single_family,3,1915,2341,998000
2878693927,92651,2016-07-01,,0,0,0,15,single_family,2,1950,993,2475000
2095039060,90277,2016-05-24,,0,32,78,21,condo,4,2005,2170,1095000
2605869775,92694,2016-06-28,,0,22,22,6,condo,2,2016,1361,491000
2874594487,93535,2016-06-29,,5,21,59,1,mobile,2,1979,1440,38400
2609120780,93535,2016-06-17,2016-06-23,31,123,255,25,single_family,4,1987,2126,269990
2877858790,91302,2016-05-27,2016-06-01,7,494,560,1,single_family,2,1954,2102,599000
1964944144,90802,2016-04-26,,4,78,172,27,condo,2,1990,1073,350000
2153082921,91351,2016-08-13,,3,110,141,23,single_family,3,1986,1962,499999
1999465706,91104,2016-04-16,,0,57,109,33,multi_family,2,1925,2287,729000
2779893689,92694,2016-05-02,,23,141,235,36,condo,3,2000,1567,609800
2967518264,90262,2016-06-02,,0,0,0,1,multi_family,4,1964,1653,360000
